plotid,sampleid,lon,lat,email,flagged,collection_time,analysis_duration,imagery_title,imagery_attributions,sample_geom,Class
195,778,-0.21389985032682252,15.037306614277043,anis.ghattassi@oss.org.tn,false,2022-11-25 10:50,-22.3 secs,Planet NICFI Public,,POINT(-0.213899850326823 15.037306614277043),Prairies
195,779,-0.21367527150576182,15.037089725575512,anis.ghattassi@oss.org.tn,false,2022-11-25 10:50,-22.3 secs,Planet NICFI Public,,POINT(-0.213675271505762 15.037089725575512),Prairies
195,780,-0.21367527150576182,15.037306614277043,anis.ghattassi@oss.org.tn,false,2022-11-25 10:50,-22.3 secs,Planet NICFI Public,,POINT(-0.213675271505762 15.037306614277043),Prairies
196,781,-3.016643536779729,12.542179353024082,anis.ghattassi@oss.org.tn,false,2022-11-25 10:51,-9.0 secs,Planet NICFI Public,,POINT(-3.016643536779729 12.542179353024082),Cultivated land
196,782,-3.016643536779729,12.542398572494847,anis.ghattassi@oss.org.tn,false,2022-11-25 10:51,-9.0 secs,Planet NICFI Public,,POINT(-3.016643536779729 12.542398572494847),Cultivated land
196,783,-3.016418957958668,12.542179353024082,anis.ghattassi@oss.org.tn,false,2022-11-25 10:51,-9.0 secs,Planet NICFI Public,,POINT(-3.016418957958668 12.542179353024082),Cultivated land
196,784,-3.016418957958668,12.542398572494847,anis.ghattassi@oss.org.tn,false,2022-11-25 10:51,-9.0 secs,Planet NICFI Public,,POINT(-3.016418957958668 12.542398572494847),Cultivated land
197,785,-0.7978047850045114,13.792968165443966,anis.ghattassi@oss.org.tn,false,2022-11-25 10:51,-2.0 secs,Mapbox Satellite,,POINT(-0.797804785004511 13.792968165443966),Prairies
197,786,-0.7978047850045114,13.793186268107249,anis.ghattassi@oss.org.tn,false,2022-11-25 10:51,-2.0 secs,Mapbox Satellite,,POINT(-0.797804785004511 13.793186268107249),Prairies
197,787,-0.7975802061834507,13.792968165443966,anis.ghattassi@oss.org.tn,false,2022-11-25 10:51,-2.0 secs,Mapbox Satellite,,POINT(-0.797580206183451 13.792968165443966),Prairies
197,788,-0.7975802061834507,13.793186268107249,anis.ghattassi@oss.org.tn,false,2022-11-25 10:51,-2.0 secs,Mapbox Satellite,,POINT(-0.797580206183451 13.793186268107249),Prairies
198,789,0.3700050843508663,13.906353977435131,anis.ghattassi@oss.org.tn,false,2022-11-25 10:51,-18.3 secs,Mapbox Satellite,,POINT(0.370005084350866 13.906353977435131),Cultivated land
198,790,0.3700050843508663,13.906571973711834,anis.ghattassi@oss.org.tn,false,2022-11-25 10:51,-18.3 secs,Mapbox Satellite,,POINT(0.370005084350866 13.906571973711834),Cultivated land
198,791,0.370229663171927,13.906353977435131,anis.ghattassi@oss.org.tn,false,2022-11-25 10:51,-18.3 secs,Mapbox Satellite,,POINT(0.370229663171927 13.906353977435131),Cultivated land
198,792,0.370229663171927,13.906571973711834,anis.ghattassi@oss.org.tn,false,2022-11-25 10:51,-18.3 secs,Mapbox Satellite,,POINT(0.370229663171927 13.906571973711834),Cultivated land
199,793,1.3042529798351687,11.857321609735067,anis.ghattassi@oss.org.tn,false,2022-11-25 10:52,23.6 secs,Mapbox Satellite,,POINT(1.304252979835169 11.857321609735067),Prairies
199,794,1.3042529798351687,11.857541396475156,anis.ghattassi@oss.org.tn,false,2022-11-25 10:52,23.6 secs,Mapbox Satellite,,POINT(1.304252979835169 11.857541396475156),Prairies
199,795,1.3044775586562294,11.857321609735067,anis.ghattassi@oss.org.tn,false,2022-11-25 10:52,23.6 secs,Mapbox Satellite,,POINT(1.304477558656229 11.857321609735067),Prairies
199,796,1.3044775586562294,11.857541396475156,anis.ghattassi@oss.org.tn,false,2022-11-25 10:52,23.6 secs,Mapbox Satellite,,POINT(1.304477558656229 11.857541396475156),Prairies
200,797,2.121719888383933,12.656148226769531,anis.ghattassi@oss.org.tn,false,2022-11-25 10:52,0.8 secs,Mapbox Satellite,,POINT(2.121719888383933 12.656148226769531),Prairies
200,798,2.121719888383933,12.656367348797573,anis.ghattassi@oss.org.tn,false,2022-11-25 10:52,0.8 secs,Mapbox Satellite,,POINT(2.121719888383933 12.656367348797573),Prairies
200,799,2.121944467204994,12.656148226769531,anis.ghattassi@oss.org.tn,false,2022-11-25 10:52,0.8 secs,Mapbox Satellite,,POINT(2.121944467204994 12.656148226769531),Prairies
200,800,2.121944467204994,12.656367348797573,anis.ghattassi@oss.org.tn,false,2022-11-25 10:52,0.8 secs,Mapbox Satellite,,POINT(2.121944467204994 12.656367348797573),Prairies
201,801,-0.7978047850045114,12.997747836405296,anis.ghattassi@oss.org.tn,false,2022-11-25 10:52,-16.9 secs,Mapbox Satellite,,POINT(-0.797804785004511 12.997747836405296),Cultivated land
201,802,-0.7978047850045114,12.99796666117554,anis.ghattassi@oss.org.tn,false,2022-11-25 10:52,-16.9 secs,Mapbox Satellite,,POINT(-0.797804785004511 12.99796666117554),Cultivated land
201,803,-0.7975802061834507,12.997747836405296,anis.ghattassi@oss.org.tn,false,2022-11-25 10:52,-16.9 secs,Mapbox Satellite,,POINT(-0.797580206183451 12.997747836405296),Cultivated land
201,804,-0.7975802061834507,12.99796666117554,anis.ghattassi@oss.org.tn,false,2022-11-25 10:52,-16.9 secs,Mapbox Satellite,,POINT(-0.797580206183451 12.99796666117554),Cultivated land
202,805,1.654595940641782,12.199971717824909,anis.ghattassi@oss.org.tn,false,2022-11-25 10:53,-12.2 secs,Mapbox Satellite,,POINT(1.654595940641782 12.199971717824909),Treeds areas
202,806,1.654595940641782,12.200191224667307,anis.ghattassi@oss.org.tn,false,2022-11-25 10:53,-12.2 secs,Mapbox Satellite,,POINT(1.654595940641782 12.200191224667307),Treeds areas
202,807,1.6548205194628427,12.199971717824909,anis.ghattassi@oss.org.tn,false,2022-11-25 10:53,-12.2 secs,Mapbox Satellite,,POINT(1.654820519462843 12.199971717824909),Treeds areas
202,808,1.6548205194628427,12.200191224667307,anis.ghattassi@oss.org.tn,false,2022-11-25 10:53,-12.2 secs,Mapbox Satellite,,POINT(1.654820519462843 12.200191224667307),Treeds areas
203,809,-3.133424523715267,10.022867803844449,anis.ghattassi@oss.org.tn,false,2022-11-25 10:55,-20.6 secs,Mapbox Satellite,,POINT(-3.133424523715267 10.022867803844449),Treeds areas
203,810,-3.133424523715267,10.023088955151536,anis.ghattassi@oss.org.tn,false,2022-11-25 10:55,-20.6 secs,Mapbox Satellite,,POINT(-3.133424523715267 10.023088955151536),Treeds areas
203,811,-3.1331999448942063,10.022867803844449,anis.ghattassi@oss.org.tn,false,2022-11-25 10:55,-20.6 secs,Mapbox Satellite,,POINT(-3.133199944894206 10.022867803844449),Treeds areas
203,812,-3.1331999448942063,10.023088955151536,anis.ghattassi@oss.org.tn,false,2022-11-25 10:55,-20.6 secs,Mapbox Satellite,,POINT(-3.133199944894206 10.023088955151536),Treeds areas
204,813,-4.885139327748333,10.941513993239369,anis.ghattassi@oss.org.tn,false,2022-11-25 10:55,-17.7 secs,Mapbox Satellite,,POINT(-4.885139327748333 10.941513993239369),Cultivated land
204,814,-4.885139327748333,10.941734489460572,anis.ghattassi@oss.org.tn,false,2022-11-25 10:55,-17.7 secs,Mapbox Satellite,,POINT(-4.885139327748333 10.941734489460572),Cultivated land
204,815,-4.884914748927272,10.941513993239369,anis.ghattassi@oss.org.tn,false,2022-11-25 10:55,-17.7 secs,Mapbox Satellite,,POINT(-4.884914748927272 10.941513993239369),Cultivated land
204,816,-4.884914748927272,10.941734489460572,anis.ghattassi@oss.org.tn,false,2022-11-25 10:55,-17.7 secs,Mapbox Satellite,,POINT(-4.884914748927272 10.941734489460572),Cultivated land
205,817,-3.133424523715267,12.77006621668788,anis.ghattassi@oss.org.tn,false,2022-11-25 10:55,-18.4 secs,Mapbox Satellite,,POINT(-3.133424523715267 12.77006621668788),Cultivated land
205,818,-3.133424523715267,12.77028524045032,anis.ghattassi@oss.org.tn,false,2022-11-25 10:55,-18.4 secs,Mapbox Satellite,,POINT(-3.133424523715267 12.77028524045032),Cultivated land
205,819,-3.1331999448942063,12.77006621668788,anis.ghattassi@oss.org.tn,false,2022-11-25 10:55,-18.4 secs,Mapbox Satellite,,POINT(-3.133199944894206 12.77006621668788),Cultivated land
205,820,-3.1331999448942063,12.77028524045032,anis.ghattassi@oss.org.tn,false,2022-11-25 10:55,-18.4 secs,Mapbox Satellite,,POINT(-3.133199944894206 12.77028524045032),Cultivated land
206,821,-3.3669864975863426,12.085803602684976,anis.ghattassi@oss.org.tn,false,2022-11-25 10:55,-16.4 secs,Mapbox Satellite,,POINT(-3.366986497586343 12.085803602684976),Cultivated land
206,822,-3.3669864975863426,12.086023203659522,anis.ghattassi@oss.org.tn,false,2022-11-25 10:55,-16.4 secs,Mapbox Satellite,,POINT(-3.366986497586343 12.086023203659522),Cultivated land
206,823,-3.366761918765282,12.085803602684976,anis.ghattassi@oss.org.tn,false,2022-11-25 10:55,-16.4 secs,Mapbox Satellite,,POINT(-3.366761918765282 12.085803602684976),Cultivated land
206,824,-3.366761918765282,12.086023203659522,anis.ghattassi@oss.org.tn,false,2022-11-25 10:55,-16.4 secs,Mapbox Satellite,,POINT(-3.366761918765282 12.086023203659522),Cultivated land
207,825,-4.885139327748333,11.628648159813778,anis.ghattassi@oss.org.tn,false,2022-11-25 10:56,1.9 secs,Mapbox Satellite,,POINT(-4.885139327748333 11.628648159813778),Artificial surfaces
207,826,-4.885139327748333,11.628868128975583,anis.ghattassi@oss.org.tn,false,2022-11-25 10:56,1.9 secs,Mapbox Satellite,,POINT(-4.885139327748333 11.628868128975583),Artificial surfaces
207,827,-4.884914748927272,11.628648159813778,anis.ghattassi@oss.org.tn,false,2022-11-25 10:56,1.9 secs,Mapbox Satellite,,POINT(-4.884914748927272 11.628648159813778),Other land
207,828,-4.884914748927272,11.628868128975583,anis.ghattassi@oss.org.tn,false,2022-11-25 10:56,1.9 secs,Mapbox Satellite,,POINT(-4.884914748927272 11.628868128975583),Other land
208,829,0.13644311047979082,13.111510614400927,anis.ghattassi@oss.org.tn,false,2022-11-25 10:56,-18.8 secs,Mapbox Satellite,,POINT(0.136443110479791 13.111510614400927),Cultivated land
208,830,0.13644311047979082,13.111729338448455,anis.ghattassi@oss.org.tn,false,2022-11-25 10:56,-18.8 secs,Mapbox Satellite,,POINT(0.136443110479791 13.111729338448455),Cultivated land
208,831,0.13666768930085152,13.111510614400927,anis.ghattassi@oss.org.tn,false,2022-11-25 10:56,-18.8 secs,Mapbox Satellite,,POINT(0.136667689300852 13.111510614400927),Cultivated land
208,832,0.13666768930085152,13.111729338448455,anis.ghattassi@oss.org.tn,false,2022-11-25 10:56,-18.8 secs,Mapbox Satellite,,POINT(0.136667689300852 13.111729338448455),Cultivated land
209,833,1.8881579145128573,11.628648159813778,anis.ghattassi@oss.org.tn,false,2022-11-25 10:56,6.6 secs,Mapbox Satellite,,POINT(1.888157914512857 11.628648159813778),Cultivated land
209,834,1.8881579145128573,11.628868128975583,anis.ghattassi@oss.org.tn,false,2022-11-25 10:56,6.6 secs,Mapbox Satellite,,POINT(1.888157914512857 11.628868128975583),Cultivated land
209,835,1.8883824933339182,11.628648159813778,anis.ghattassi@oss.org.tn,false,2022-11-25 10:56,6.6 secs,Mapbox Satellite,,POINT(1.888382493333918 11.628648159813778),Cultivated land
209,836,1.8883824933339182,11.628868128975583,anis.ghattassi@oss.org.tn,false,2022-11-25 10:56,6.6 secs,Mapbox Satellite,,POINT(1.888382493333918 11.628868128975583),Cultivated land
210,837,0.9539100190285553,12.656148226769531,anis.ghattassi@oss.org.tn,false,2022-11-25 10:58,-8.2 secs,Mapbox Satellite,,POINT(0.953910019028555 12.656148226769531),Cultivated land
210,838,0.9539100190285553,12.656367348797573,anis.ghattassi@oss.org.tn,false,2022-11-25 10:58,-8.2 secs,Mapbox Satellite,,POINT(0.953910019028555 12.656367348797573),Cultivated land
210,839,0.954134597849616,12.656148226769531,anis.ghattassi@oss.org.tn,false,2022-11-25 10:58,-8.2 secs,Mapbox Satellite,,POINT(0.954134597849616 12.656148226769531),Cultivated land
210,840,0.954134597849616,12.656367348797573,anis.ghattassi@oss.org.tn,false,2022-11-25 10:58,-8.2 secs,Mapbox Satellite,,POINT(0.954134597849616 12.656367348797573),Cultivated land
211,841,-0.3306808372623603,11.285286630832445,anis.ghattassi@oss.org.tn,false,2022-11-25 10:58,-18.5 secs,Mapbox Satellite,,POINT(-0.33068083726236 11.285286630832445),Cultivated land
211,842,-0.3306808372623603,11.285506867325736,anis.ghattassi@oss.org.tn,false,2022-11-25 10:58,-18.5 secs,Mapbox Satellite,,POINT(-0.33068083726236 11.285506867325736),Cultivated land
211,843,-0.3304562584412996,11.285286630832445,anis.ghattassi@oss.org.tn,false,2022-11-25 10:58,-18.5 secs,Mapbox Satellite,,POINT(-0.3304562584413 11.285286630832445),Cultivated land
211,844,-0.3304562584412996,11.285506867325736,anis.ghattassi@oss.org.tn,false,2022-11-25 10:58,-18.5 secs,Mapbox Satellite,,POINT(-0.3304562584413 11.285506867325736),Cultivated land
212,845,-5.352263275490484,11.056149818218714,anis.ghattassi@oss.org.tn,false,2022-11-25 10:59,-8.7 secs,Mapbox Satellite,,POINT(-5.352263275490484 11.056149818218714),Cultivated land
212,846,-5.352263275490484,11.0563702287117,anis.ghattassi@oss.org.tn,false,2022-11-25 10:59,-8.7 secs,Mapbox Satellite,,POINT(-5.352263275490484 11.0563702287117),Cultivated land
212,847,-5.352038696669424,11.056149818218714,anis.ghattassi@oss.org.tn,false,2022-11-25 10:59,-8.7 secs,Mapbox Satellite,,POINT(-5.352038696669424 11.056149818218714),Cultivated land
212,848,-5.352038696669424,11.0563702287117,anis.ghattassi@oss.org.tn,false,2022-11-25 10:59,-8.7 secs,Mapbox Satellite,,POINT(-5.352038696669424 11.0563702287117),Cultivated land
213,849,-3.133424523715267,11.971586755563067,anis.ghattassi@oss.org.tn,false,2022-11-25 10:59,-11.8 secs,Mapbox Satellite,,POINT(-3.133424523715267 11.971586755563067),Cultivated land
213,850,-3.133424523715267,11.971806449837459,anis.ghattassi@oss.org.tn,false,2022-11-25 10:59,-11.8 secs,Mapbox Satellite,,POINT(-3.133424523715267 11.971806449837459),Cultivated land
213,851,-3.1331999448942063,11.971586755563067,anis.ghattassi@oss.org.tn,false,2022-11-25 10:59,-11.8 secs,Mapbox Satellite,,POINT(-3.133199944894206 11.971586755563067),Cultivated land
213,852,-3.1331999448942063,11.971806449837459,anis.ghattassi@oss.org.tn,false,2022-11-25 10:59,-11.8 secs,Mapbox Satellite,,POINT(-3.133199944894206 11.971806449837459),Cultivated land
214,853,-4.534796366941721,11.17074084430719,anis.ghattassi@oss.org.tn,false,2022-11-25 10:59,-19.3 secs,Mapbox Satellite,,POINT(-4.534796366941721 11.17074084430719),Cultivated land
214,854,-4.534796366941721,11.170961168223613,anis.ghattassi@oss.org.tn,false,2022-11-25 10:59,-19.3 secs,Mapbox Satellite,,POINT(-4.534796366941721 11.170961168223613),Cultivated land
214,855,-4.53457178812066,11.17074084430719,anis.ghattassi@oss.org.tn,false,2022-11-25 10:59,-19.3 secs,Mapbox Satellite,,POINT(-4.53457178812066 11.17074084430719),Cultivated land
214,856,-4.53457178812066,11.170961168223613,anis.ghattassi@oss.org.tn,false,2022-11-25 10:59,-19.3 secs,Mapbox Satellite,,POINT(-4.53457178812066 11.170961168223613),Cultivated land
215,857,0.019662123544253042,12.883932895368801,anis.ghattassi@oss.org.tn,false,2022-11-25 10:59,-17.1 secs,Mapbox Satellite,,POINT(0.019662123544253 12.883932895368801),Cultivated land
215,858,0.019662123544253042,12.884151820044664,anis.ghattassi@oss.org.tn,false,2022-11-25 10:59,-17.1 secs,Mapbox Satellite,,POINT(0.019662123544253 12.884151820044664),Cultivated land
215,859,0.019886702365313737,12.883932895368801,anis.ghattassi@oss.org.tn,false,2022-11-25 10:59,-17.1 secs,Mapbox Satellite,,POINT(0.019886702365314 12.883932895368801),Cultivated land
215,860,0.019886702365313737,12.884151820044664,anis.ghattassi@oss.org.tn,false,2022-11-25 10:59,-17.1 secs,Mapbox Satellite,,POINT(0.019886702365314 12.884151820044664),Cultivated land
216,861,-1.8488336674243515,12.199971717824909,anis.ghattassi@oss.org.tn,false,2022-11-25 12:56,6959.2 secs,Mapbox Satellite,,POINT(-1.848833667424352 12.199971717824909),Cultivated land
216,862,-1.8488336674243515,12.200191224667307,anis.ghattassi@oss.org.tn,false,2022-11-25 12:56,6959.2 secs,Mapbox Satellite,,POINT(-1.848833667424352 12.200191224667307),Cultivated land
216,863,-1.8486090886032909,12.199971717824909,anis.ghattassi@oss.org.tn,false,2022-11-25 12:56,6959.2 secs,Mapbox Satellite,,POINT(-1.848609088603291 12.199971717824909),Cultivated land
216,864,-1.8486090886032909,12.200191224667307,anis.ghattassi@oss.org.tn,false,2022-11-25 12:56,6959.2 secs,Mapbox Satellite,,POINT(-1.848609088603291 12.200191224667307),Cultivated land
217,865,0.3700050843508663,12.542179353024082,anis.ghattassi@oss.org.tn,false,2022-11-25 12:56,3.4 secs,Mapbox Satellite,,POINT(0.370005084350866 12.542179353024082),Prairies
217,866,0.3700050843508663,12.542398572494847,anis.ghattassi@oss.org.tn,false,2022-11-25 12:56,3.4 secs,Mapbox Satellite,,POINT(0.370005084350866 12.542398572494847),Prairies
217,867,0.370229663171927,12.542179353024082,anis.ghattassi@oss.org.tn,false,2022-11-25 12:56,3.4 secs,Mapbox Satellite,,POINT(0.370229663171927 12.542179353024082),Prairies
217,868,0.370229663171927,12.542398572494847,anis.ghattassi@oss.org.tn,false,2022-11-25 12:56,3.4 secs,Mapbox Satellite,,POINT(0.370229663171927 12.542398572494847),Prairies
218,869,-0.9145857719400492,11.17074084430719,anis.ghattassi@oss.org.tn,false,2022-11-25 12:56,-19.7 secs,Mapbox Satellite,,POINT(-0.914585771940049 11.17074084430719),Cultivated land
218,870,-0.9145857719400492,11.170961168223613,anis.ghattassi@oss.org.tn,false,2022-11-25 12:56,-19.7 secs,Mapbox Satellite,,POINT(-0.914585771940049 11.170961168223613),Cultivated land
218,871,-0.9143611931189884,11.17074084430719,anis.ghattassi@oss.org.tn,false,2022-11-25 12:56,-19.7 secs,Mapbox Satellite,,POINT(-0.914361193118988 11.17074084430719),Cultivated land
218,872,-0.9143611931189884,11.170961168223613,anis.ghattassi@oss.org.tn,false,2022-11-25 12:56,-19.7 secs,Mapbox Satellite,,POINT(-0.914361193118988 11.170961168223613),Cultivated land
219,873,-0.21389985032682252,11.285286630832445,anis.ghattassi@oss.org.tn,false,2022-11-25 12:57,17.4 secs,Mapbox Satellite,,POINT(-0.213899850326823 11.285286630832445),Treeds areas
219,874,-0.21389985032682252,11.285506867325736,anis.ghattassi@oss.org.tn,false,2022-11-25 12:57,17.4 secs,Mapbox Satellite,,POINT(-0.213899850326823 11.285506867325736),Treeds areas
219,875,-0.21367527150576182,11.285286630832445,anis.ghattassi@oss.org.tn,false,2022-11-25 12:57,17.4 secs,Mapbox Satellite,,POINT(-0.213675271505762 11.285286630832445),Treeds areas
219,876,-0.21367527150576182,11.285506867325736,anis.ghattassi@oss.org.tn,false,2022-11-25 12:57,17.4 secs,Mapbox Satellite,,POINT(-0.213675271505762 11.285506867325736),Treeds areas
220,877,-4.768358340812795,10.826833810930836,anis.ghattassi@oss.org.tn,false,2022-11-25 12:57,-10.6 secs,Mapbox Satellite,,POINT(-4.768358340812795 10.826833810930836),Cultivated land
220,878,-4.768358340812795,10.827054392030249,anis.ghattassi@oss.org.tn,false,2022-11-25 12:57,-10.6 secs,Mapbox Satellite,,POINT(-4.768358340812795 10.827054392030249),Cultivated land
220,879,-4.768133761991734,10.826833810930836,anis.ghattassi@oss.org.tn,false,2022-11-25 12:57,-10.6 secs,Mapbox Satellite,,POINT(-4.768133761991734 10.826833810930836),Cultivated land
220,880,-4.768133761991734,10.827054392030249,anis.ghattassi@oss.org.tn,false,2022-11-25 12:57,-10.6 secs,Mapbox Satellite,,POINT(-4.768133761991734 10.827054392030249),Cultivated land
221,881,-1.2649287327466625,14.472441799240002,anis.ghattassi@oss.org.tn,false,2022-11-25 12:59,70.2 secs,Mapbox Satellite,,POINT(-1.264928732746662 14.472441799240002),Prairies
221,882,-1.2649287327466625,14.472659251610281,anis.ghattassi@oss.org.tn,false,2022-11-25 12:59,70.2 secs,Mapbox Satellite,,POINT(-1.264928732746662 14.472659251610281),Prairies
221,883,-1.2647041539256016,14.472441799240002,anis.ghattassi@oss.org.tn,false,2022-11-25 12:59,70.2 secs,Mapbox Satellite,,POINT(-1.264704153925602 14.472441799240002),Prairies
221,884,-1.2647041539256016,14.472659251610281,anis.ghattassi@oss.org.tn,false,2022-11-25 12:59,70.2 secs,Mapbox Satellite,,POINT(-1.264704153925602 14.472659251610281),Prairies
222,885,-1.2649287327466625,14.132958598490688,anis.ghattassi@oss.org.tn,false,2022-11-25 12:59,-8.7 secs,Mapbox Satellite,,POINT(-1.264928732746662 14.132958598490688),Cultivated land
222,886,-1.2649287327466625,14.133176379593252,anis.ghattassi@oss.org.tn,false,2022-11-25 12:59,-8.7 secs,Mapbox Satellite,,POINT(-1.264928732746662 14.133176379593252),Cultivated land
222,887,-1.2647041539256016,14.132958598490688,anis.ghattassi@oss.org.tn,false,2022-11-25 12:59,-8.7 secs,Mapbox Satellite,,POINT(-1.264704153925602 14.132958598490688),Cultivated land
222,888,-1.2647041539256016,14.133176379593252,anis.ghattassi@oss.org.tn,false,2022-11-25 12:59,-8.7 secs,Mapbox Satellite,,POINT(-1.264704153925602 14.133176379593252),Cultivated land
223,889,0.8371290320930176,11.51424072699892,anis.ghattassi@oss.org.tn,false,2022-11-25 13:00,-9.5 secs,Mapbox Satellite,,POINT(0.837129032093018 11.51424072699892),Prairies
223,890,0.8371290320930176,11.514460786113133,anis.ghattassi@oss.org.tn,false,2022-11-25 13:00,-9.5 secs,Mapbox Satellite,,POINT(0.837129032093018 11.514460786113133),Prairies
223,891,0.8373536109140783,11.51424072699892,anis.ghattassi@oss.org.tn,false,2022-11-25 13:00,-9.5 secs,Mapbox Satellite,,POINT(0.837353610914078 11.51424072699892),Prairies
223,892,0.8373536109140783,11.514460786113133,anis.ghattassi@oss.org.tn,false,2022-11-25 13:00,-9.5 secs,Mapbox Satellite,,POINT(0.837353610914078 11.514460786113133),Prairies
224,893,-1.1481477458111247,14.585488219289743,anis.ghattassi@oss.org.tn,false,2022-11-25 13:00,-16.9 secs,Mapbox Satellite,,POINT(-1.148147745811125 14.585488219289743),Other land
224,894,-1.1481477458111247,14.585705560498752,anis.ghattassi@oss.org.tn,false,2022-11-25 13:00,-16.9 secs,Mapbox Satellite,,POINT(-1.148147745811125 14.585705560498752),Other land
224,895,-1.147923166990064,14.585488219289743,anis.ghattassi@oss.org.tn,false,2022-11-25 13:00,-16.9 secs,Mapbox Satellite,,POINT(-1.147923166990064 14.585488219289743),Other land
224,896,-1.147923166990064,14.585705560498752,anis.ghattassi@oss.org.tn,false,2022-11-25 13:00,-16.9 secs,Mapbox Satellite,,POINT(-1.147923166990064 14.585705560498752),Other land
225,897,-3.133424523715267,12.542179353024082,anis.ghattassi@oss.org.tn,false,2022-11-25 13:00,-19.7 secs,Mapbox Satellite,,POINT(-3.133424523715267 12.542179353024082),Cultivated land
225,898,-3.133424523715267,12.542398572494847,anis.ghattassi@oss.org.tn,false,2022-11-25 13:00,-19.7 secs,Mapbox Satellite,,POINT(-3.133424523715267 12.542398572494847),Cultivated land
225,899,-3.1331999448942063,12.542179353024082,anis.ghattassi@oss.org.tn,false,2022-11-25 13:00,-19.7 secs,Mapbox Satellite,,POINT(-3.133199944894206 12.542179353024082),Cultivated land
225,900,-3.1331999448942063,12.542398572494847,anis.ghattassi@oss.org.tn,false,2022-11-25 13:00,-19.7 secs,Mapbox Satellite,,POINT(-3.133199944894206 12.542398572494847),Cultivated land
226,901,0.7203480451574797,13.6795272415294,anis.ghattassi@oss.org.tn,false,2022-11-25 13:00,-13.9 secs,Mapbox Satellite,,POINT(0.72034804515748 13.6795272415294),Prairies
226,902,0.7203480451574797,13.679745449776249,anis.ghattassi@oss.org.tn,false,2022-11-25 13:00,-13.9 secs,Mapbox Satellite,,POINT(0.72034804515748 13.679745449776249),Prairies
226,903,0.7205726239785405,13.6795272415294,anis.ghattassi@oss.org.tn,false,2022-11-25 13:00,-13.9 secs,Mapbox Satellite,,POINT(0.72057262397854 13.6795272415294),Prairies
226,904,0.7205726239785405,13.679745449776249,anis.ghattassi@oss.org.tn,false,2022-11-25 13:00,-13.9 secs,Mapbox Satellite,,POINT(0.72057262397854 13.679745449776249),Prairies
227,905,0.7203480451574797,12.199971717824909,anis.ghattassi@oss.org.tn,false,2022-11-25 13:00,-15.9 secs,Mapbox Satellite,,POINT(0.72034804515748 12.199971717824909),Treeds areas
227,906,0.7203480451574797,12.200191224667307,anis.ghattassi@oss.org.tn,false,2022-11-25 13:00,-15.9 secs,Mapbox Satellite,,POINT(0.72034804515748 12.200191224667307),Treeds areas
227,907,0.7205726239785405,12.199971717824909,anis.ghattassi@oss.org.tn,false,2022-11-25 13:00,-15.9 secs,Mapbox Satellite,,POINT(0.72057262397854 12.199971717824909),Treeds areas
227,908,0.7205726239785405,12.200191224667307,anis.ghattassi@oss.org.tn,false,2022-11-25 13:00,-15.9 secs,Mapbox Satellite,,POINT(0.72057262397854 12.200191224667307),Treeds areas
228,909,-1.8488336674243515,13.792968165443966,anis.ghattassi@oss.org.tn,false,2022-11-25 13:01,22.6 secs,Mapbox Satellite,,POINT(-1.848833667424352 13.792968165443966),Prairies
228,910,-1.8488336674243515,13.793186268107249,anis.ghattassi@oss.org.tn,false,2022-11-25 13:01,22.6 secs,Mapbox Satellite,,POINT(-1.848833667424352 13.793186268107249),Prairies
228,911,-1.8486090886032909,13.792968165443966,anis.ghattassi@oss.org.tn,false,2022-11-25 13:01,22.6 secs,Mapbox Satellite,,POINT(-1.848609088603291 13.792968165443966),Prairies
228,912,-1.8486090886032909,13.793186268107249,anis.ghattassi@oss.org.tn,false,2022-11-25 13:01,22.6 secs,Mapbox Satellite,,POINT(-1.848609088603291 13.793186268107249),Prairies
229,913,-4.301234393070645,11.971586755563067,anis.ghattassi@oss.org.tn,false,2022-11-25 13:01,-5.8 secs,Mapbox Satellite,,POINT(-4.301234393070645 11.971586755563067),Treeds areas
229,914,-4.301234393070645,11.971806449837459,anis.ghattassi@oss.org.tn,false,2022-11-25 13:01,-5.8 secs,Mapbox Satellite,,POINT(-4.301234393070645 11.971806449837459),Treeds areas
229,915,-4.301009814249585,11.971586755563067,anis.ghattassi@oss.org.tn,false,2022-11-25 13:01,-5.8 secs,Mapbox Satellite,,POINT(-4.301009814249585 11.971586755563067),Treeds areas
229,916,-4.301009814249585,11.971806449837459,anis.ghattassi@oss.org.tn,false,2022-11-25 13:01,-5.8 secs,Mapbox Satellite,,POINT(-4.301009814249585 11.971806449837459),Treeds areas
230,917,-1.8488336674243515,14.132958598490688,anis.ghattassi@oss.org.tn,false,2022-11-25 13:01,-20.6 secs,Mapbox Satellite,,POINT(-1.848833667424352 14.132958598490688),Cultivated land
230,918,-1.8488336674243515,14.133176379593252,anis.ghattassi@oss.org.tn,false,2022-11-25 13:01,-20.6 secs,Mapbox Satellite,,POINT(-1.848833667424352 14.133176379593252),Cultivated land
230,919,-1.8486090886032909,14.132958598490688,anis.ghattassi@oss.org.tn,false,2022-11-25 13:01,-20.6 secs,Mapbox Satellite,,POINT(-1.848609088603291 14.132958598490688),Cultivated land
230,920,-1.8486090886032909,14.133176379593252,anis.ghattassi@oss.org.tn,false,2022-11-25 13:01,-20.6 secs,Mapbox Satellite,,POINT(-1.848609088603291 14.133176379593252),Cultivated land
